Region;project;bp_from;bp_to;km from;km to;distance;Bemerkungen;date from;date to;amount of weeks;"Umsetzung / 
Intervalltyp / Umleitung";reduction of capacity;bis_geopos;von Betriebspunkt
RME;;WBOL;WBOL;;;0;Vorzugsvariante, allf. mit PU Kleinwangen;2024-06-08;2024-12-06;26.0;Sperre Bahnhof Nacht;0.5;47.3414007003,7.86836046729;Wangen bei Olten
RME;Bettlach: Umbau Bahnhof (BehiG/LHand);BET;BET;82.639;83.09;0.08309;Zusätzlich Erneuerung mit UBS Gl. 682;2026-01-01;2026-12-16;50.0;Sperre Bahnhof Nacht;0.5;47.1949494237,7.42837301675;Bettlach
RME;Selzach: Umbau Bahnhof (BehiG/LHand);SEL;SEL;;;0;;2026-01-01;2026-12-16;50.0;Sperre Bahnhof Nacht;0.5;47.2006240031,7.4566349874;Selzach
RME;"Langenthal West:
Verbindungslinie Önz Stammlinie - ABS";LTH;HB;63.7;64.5;0.0645;;2025-06-30;2030-10-27;278.0;Sperre Strecke Nacht;0.25;47.1880861101,7.70095832122;Herzogenbuchsee
RME;FbE24 ZOL Gleis 4, P4, P14 und Weichen 351, 352, 357, 358;ZOL;ZOL;97.9;98.9;0.0989;"Hauptsächlich Nebenanlagen
ausser Gleis 4";2024-01-15;2024-12-15;48.0;Umsetzung;;47.0018259804,7.46291123529;Zollikofen
RME;Vorarbeiten Cluster SCHH_LN;LN;SCHH;38.1;59.7;0.0597;Div.;2025-02-01;2025-04-04;9.0;Sperre Strecke Nacht;0.25;46.9506473328,8.01515060209;Schüpfheim
RME;FbE24 LN Gleise 4, 5, 6, 7, 46, 47 und Weichen 14, 21, 22, 41-44;LN;LN;37.4;38;0.038;Integration BZU Massnahmen;2026-01-15;2026-12-16;48.0;Sperre Bahnhof 24 Std;0.25;46.9392422605,7.78419750003;Langnau iE
RME;AS35: Dagmersellen, Überhol- u. Annahmegleis für Güterzüge à 750 m;DAG;DAG;54.9;56.3;0.0563;"Koo mit AS25/35 Zofingen: Schnelle
Einfahrt G nach Gleis 4";2026-07-01;2028-10-17;120.0;Sperre Strecke 24 Std;0.25;47.2175579138,7.97902593539;Dagmersellen
RME;Ersatz Stellwerke ZF, DAG, SS, SEM, RBG,;ZF;RBG;46.5;85;0.085;;2027-01-01;2028-11-30;100.0;Sperre Strecke Nacht;0.25;47.0881900168,8.24918003636;Rothenburg
RME;"Oberkirch, Massnahmen
BZU-B23";OBK;OBK;71;71.3;0.0713;;2024-08-18;2024-10-19;9.0;Sperre Strecke 24 Std;0.25;47.1552376585,8.11423443373;Oberkirch LU
RME;"ZEB: Luzern, Neue Weichenverbindung
u ZFZ-Verkürzung";LZ;LZ;94.4;95.05;0.09505;inkl. FbE  LZ Gl. 2, 3, 4, W. 15, 30, 31, 32, 41 sowie in Koo mit FbE FbE LZ W28, 29;2022-09-18;2024-06-22;92.0;Sperre Bahnhof Nacht;0.25;47.0501778105,8.31018315401;Luzern
RME;AS35 Safenwil: Bau Annahmegleis Gleis 2;SAF;SAF;6.6;7;0.007;;2025-01-01;2027-12-21;155.0;Sperre Strecke Nacht;0.25;47.3217579027,7.98351818243;Safenwil
RME;Neue Abstellanlage Dulliken;DK;DK;;;0;;2028-01-01;2029-12-28;104.0;Sperre Bahnhof 24 Std;1.0;47.3563901233,7.97877139805;Däniken
RME;Serviceanlage Däniken;DKRB;DKRB;;;0;;2028-01-01;2029-12-28;104.0;Sperre Bahnhof 24 Std;0.25;47.3534202455,7.97128545373;Däniken RB
RME;Umleitung 640-710;RU;KLW;;;0;Grundfahrplan 24-30 muss ohne Umleitung auskommen;2024-08-01;2030-12-25;334.0;Umleitung;;47.4333288409,8.35421393402;Killwangen-Spreitenbach
RME;;AA;RU;;;0;Passerelle Aarau Torfeld, Drittauftrag, Totalsperre 4h für Einbau Passerelle inkl. Vor- und Nacharbeiten. Allf. NNP-relevant;2024-07-07;2024-09-21;11.0;Sperre Strecke Nacht;1.0;47.4032902238,8.12695636496;Rupperswil
RME;OI, BZU23 Perronerhöhung;OL;OL;94.7;95.4;ganzer Bhf;;2024-01-01;2024-12-29;52.0;Sperre Bahnhof Nacht;0.25;47.3519347412,7.90769966099;Olten
RME;"AS35 Ebikon: Wendegleis
mit Perronkante";GSK;KUE;58;60.4;ganzer Bhf;;2026-01-01;2030-12-25;260.0;Sperre Bahnhof 24 Std;0.5;47.0835941099,8.43351749599;Küssnacht am Rigi
RME;Brugg-Turgi Reussbrücke Gebenstorf;BG;TG;;;0;DEB über 2 x 5 Wochen oder Bauweiche über mehrere Monate;2024-01-01;2024-12-29;52.0;Sperre Strecke Tag;0.5;47.4917573104,8.25345865884;Turgi
RME;LED Rollout;TG;TG;;;0;6 WE in Prüfung;2024-01-01;2024-12-29;52.0;Sperre Bahnhof 24 Std;0.5;47.4917573104,8.25345865884;Turgi
RME;TG, W. 4, 14-16;TG;TG;;;0;;2024-01-01;2024-12-29;52.0;Sperre Bahnhof 24 Std;1.0;47.4917573104,8.25345865884;Turgi
RWT;Genève : intervention anticipée 4 (réfection faisceau B);GE;GE;;;;;2024-01-01;2025-12-28;104.0;Sperre Strecke 24 Std;0.25;46.2102129079,6.14245160789;Genève
RWT;Morges : mise en conformité de la gare;MOR;MOR;;;;;2025-01-01;2030-01-15;263.0;Sperre Bahnhof 24 Std;0.25;46.5111011525,6.49396944931;Morges
RWT;Denges - Morges : 3ème voie;DEN;MOR;;;;;2024-01-01;2026-12-27;156.0;Sperre Strecke Nacht;0.5;46.5111011525,6.49396944931;Morges
RWT;FbE  2024 Renens - Denges voie 300;REN;DEN;5.102;7.974;2.872;;2024-01-01;2024-03-17;11.0;Sperre Strecke Nacht;0.25;46.5291270593,6.54050544475;Denges-Echandens
RWT;Wako lot 1,1 FbE24 Lausanne - La Conversion;LS;CVN;1.223;3.927;2.704;;2024-07-10;2024-09-17;10.0;Sperre Strecke 24 Std;0.5;46.5130844611,6.67832353213;La Conversion
RWT;Turtmann. Lhand;TUR;TUR;122.11;122.11;0;;2024-01-01;2024-12-29;52.0;Sperre Strecke Nacht;0.5;46.3093314059,7.69960490297;Turtmann
RWT;FbE24 Staz. Della Galleria Sempione-Iselle Tun1;STDG;IS;156.64;166.304;-9.664;;2024-01-07;2026-10-10;144.0;Sperre Strecke Nacht;0.5;;
RWT;Cornaux LHAnd;CORN;CORN;82.746;84.707;-1.961;;2025-01-01;2025-12-30;52.0;Sperre Bahnhof Nacht;0.25;47.0385720221,7.02336560983;Cornaux
RWT;Moutier, mise en conformité Lhand yc FbE 2023 ?;MOU;MOU;72;74;-2;Julien Bierman, plannifié SAP  22/23;2022-01-01;2024-10-04;144.0;Sperre Bahnhof Tag;0.5;47.2806724995,7.38104432272;Moutier
ROT;Stw. Ersatz WE;WE;WE;;;;Stw. Ersatz WE;2025-01-01;2026-06-09;75.0;Umsetzung;;47.4596382122,8.31600613226;Wettingen
ROT;ZUE Teilerneuerung Brücke Langstrasse;ZUE;ZUE;;;;Was ist das???;2025-01-01;2026-12-01;100.0;Umsetzung;;47.3781766923,8.54021233623;Zürich HB
ROT;FbE24 ZAS W89,93,94 Gl 535;ZAS;ZAS;;;;;2024-03-01;2024-04-04;5.0;Sperre Strecke Nacht;0.25;47.3914830997,8.48896269022;Zürich Altstetten
ROT;AS35 WAE Publikumsanlagen;WAE;WAE;23.2;25.05;;Sehr ambitiöse und kritische Bauphasen;2027-04-01;2032-01-14;250.0;Umsetzung;0.25;47.2293072774,8.67521627099;Wädenswil
ROT;PF Stw Ersatz;PF;PF;;;;im Projekt 1148732;2024-01-01;2025-07-13;80.0;Umsetzung;;47.2029974431,8.77812981895;Pfäffikon SZ
ROT;FbE26: RG-BIL Gl.252 (ex FbE22);RG;BIL;;;1.118;8-10 Tg Einspur;2026-08-31;2026-11-22;12.0;Sperre Strecke Tag;0.5;47.152192936,9.02991826857;Bilten
ROT;RUES: Umsetzung BehiG;RUES;RUES;;;0;2 x Verläng WE Sperre HiBrü, evtl FbE hinzufügen;2023-09-03;2024-11-02;61.0;Umsetzung;;47.3071318652,8.55516269432;Rüschlikon
ROT;FsE ZB: FS-Anlage erneuern (ex20-22);ZB;ZB;;;0;Umfangreiches Intervallkonzept aus 2020ff in Dossier Kopiert;2025-01-01;2027-11-16;150.0;Umsetzung;;47.1361559024,9.06005168288;Ziegelbrücke
ROT;STAE Stw Ersatz (ex 2024);STAE;STAE;;;0;;2026-01-01;2026-10-07;40.0;Umsetzung;;47.2405272079,8.72165283054;Stäfa
ROT;UET_320m Furttal+BhiG;UET;UET;;;0;Termin evtl. früher;2027-01-01;2027-12-16;50.0;Umsetzung;;47.259030122,8.67878704546;Uetikon
ROT;A53 Zufahrt Gaster;SCME;KAB / ZB;;;0;ab 2027;2027-01-01;2028-11-30;100.0;Sperre Strecke Nacht;0.25;;
ROT;SH Stw Ersatz;SH;SH;;;0;;2027-01-01;2028-11-30;100.0;Umsetzung;;47.6982814967,8.63275579305;Schaffhausen
ROT;GF BehiG;GF;GF;;;0;;2026-01-01;2026-10-07;40.0;Umsetzung;;47.548557954,8.52405520291;Glattfelden
ROT;Fischerhölzlitunnel Sanierung;JE;NH;;;0;Anlagezustand?;2024-01-01;2026-11-15;150.0;Umsetzung;;47.683133385,8.62493454502;Neuhausen
ROT;FbE24: EGL Gl. 31-1-823, W 5/6;EGL;HUEW;;;1.4;Bedarf auf Brücke (Gl 823 = 683m) klären, Dilatation?, keine Brückenhölzer;2024-07-18;2024-08-14;4.0;Sperre Strecke Nacht;1.0;47.581268881,8.51284803608;Hüntwangen-Wil
ROT;FbE24: RZ Gl. 3;RZ;RZ;;;0.74;;2024-09-01;2024-09-28;4.0;Sperre Bahnhof Nacht;0.25;47.6037967676,8.54345146419;Rafz
ROT;AS35 Brüttenertunnel Abschnitt KE-W;KE;W;;;0;;2026-01-01;2033-08-31;400.0;Umsetzung;0.25;47.5003337739,8.72382110762;Winterthur
ROT;AS35 OP-KL Doppelspur, 2. Perronkante KLB;OP;KL;;;0;;2024-01-01;2027-06-13;180.0;Umsetzung;0.25;47.4486073311,8.5838096454;Kloten
ROT;Stw Ersatz Kloten;KL;KL;;;0;;2022-01-01;2024-11-15;150.0;Umsetzung;;47.4486073311,8.5838096454;Kloten
ROT;EdV OWTU Erweiterung Abstellanlage Gl 109;OWTU;OWTU;;;0;ev. 1 Jahr später?;2024-01-01;2024-10-06;40.0;Umsetzung;;47.5147998642,8.76782019663;Oberwinterthur Unterhaltanlage
ROT;Stw Ersatz RIK;RIK;RIK;;;0;;2027-01-01;2028-11-30;100.0;Umsetzung;;47.5353573659,8.78917502501;Rickenbach-Attikon
ROT;Stw Ersatz ISL;ISL;ISL;;;0;;2027-01-01;2028-11-30;100.0;Umsetzung;;47.5478349177,8.84619697706;Islikon
ROT;FbE25 WF Gl 1-3 (ex FbE21);WF;WF;;;0.84;;2025-10-15;2025-11-25;6.0;Sperre Bahnhof 24 Std;0.25;47.5662242454,9.10636820814;Weinfelden
ROT;FbE25 BGL-SLG Gl 164 (ex FbE21);BGL;SLG;;;2.106;;2025-02-10;2025-08-03;25.0;Sperre Strecke Nacht;0.25;47.5388040261,9.18369439908;Sulgen
ROT;FbE24 SLG;SLG;SLG;;;2.3;div Weichen, Bahnersatz SLG - Kradolf nötig, W 53-55 im Cluster Streckenumbau an WE;2024-05-01;2024-05-28;4.0;Sperre Strecke Nacht;0.25;47.5388040261,9.18369439908;Sulgen
ROT;AS35 WGRN neue Haltestelle;WGR;WGR;;;0;;2031-01-01;2033-11-15;150.0;Umsetzung;;47.4987547049,8.75105522894;Winterthur Grüze
ROT;WGR Umsetzung BehiG;WGR;WGR;;;0;;2022-07-01;2024-12-26;130.0;Umsetzung;;47.4987547049,8.75105522894;Winterthur Grüze
ROT;GSS Erhaltungszentrum;GSS;GSS;;;0;abhängig von 1148851 Ue Buchenwaldstr. (IBN23)+ 1158780 Erweiterung Gleisanlage GV;2024-05-01;2025-12-16;85.0;Umsetzung;;47.4118315691,9.25305071952;Gossau SG
ROT;FbE25 SGF W 33-36 (ex FbE21);SGF;SGF;;;0.669;;2025-05-05;2025-06-01;4.0;Sperre Bahnhof Nacht;;47.4345403564,9.39344374823;St Gallen St Fiden
ROT;AS25 RTH-ORT Anlageanpassung;RTH;ORT;;;0;IBN 12/24;2023-01-01;2023-10-07;40.0;Umsetzung;;47.3234832152,9.57137702646;Oberriet
ROT;ARN BehiG;ARN;ARN;;;0;2 Konzeptideen zur Prüfung für nächste Phase;2024-03-01;2024-05-23;12.0;Sperre Bahnhof Nacht;1.0;47.4420016029,9.25202496067;Arnegg
ROT;EdV W-NH Perronverlängerung 320m;HET;SH;;;0;;2027-01-01;2031-05-29;230.0;Umsetzung;0.25;47.6982814967,8.63275579305;Schaffhausen
ROT;FbE25 AN Gl 1 (ex FbE22);AN;AN;;;0.447;;2025-03-03;2025-04-06;5.0;Sperre Bahnhof Nacht;0.5;47.5937661665,8.67800163738;Andelfingen
ROT;AS35 BUB Abstellanlage;BUB;BUB;;;0;Start VS Sept 2020;2027-01-01;2028-11-30;100.0;Sperre Strecke Nacht;;47.2708409956,8.82271479896;Bubikon
ROT;AS35 FET-WZ Perronverlängerung 320m;FET;WZ;;;0;;2025-01-01;2027-11-16;150.0;Sperre Strecke Nacht;0.25;47.3180315958,8.79228970642;Wetzikon
ROT;SH-FT Sanierung Emmersbergtunnel;SH;FT;;;0;ev. Cluster mit Rheinbrücke?;2026-01-01;2026-03-25;12.0;Umsetzung;;47.6921694419,8.645968468;Feuerthalen
ROT;STR, SU Kaltenbachstr. Km 35.089;STR;STR;35.089;35.089;0;frühester Baustart 2027-28, MPM189551;2027-01-01;2028-07-13;80.0;Umsetzung;;47.6561110013,8.85502002864;Stein am Rhein
ROT;FbE25 MAM W1+7 (ex FbE22);MAM;MAM;;;0.757;;2025-03-03;2025-04-06;5.0;Sperre Bahnhof Nacht;1.0;47.6441602007,8.91400061948;Mammern
ROT;FbE24_BERG_W_9 (ex FbE22);BERG;BERG;;;0.2;2022 in Totalsperre Herbst geplant, neu entwickeln;2024-09-02;2024-10-27;8.0;Sperre Bahnhof Nacht;1.0;47.5822500403,9.17452772676;Berg
ROT;Cluster SOB Ost 2024;HE;LSG;;;0;Totalsperre KW 28-36;2024-07-08;2024-09-08;9.0;Umsetzung;1.0;47.3196899626,9.08317001921;Lichtensteig
ROT;Rickentunnel Druckgelenksanierung;KAB;WA;;;0;Zeitlich parallell zu FbE Gl. 832;2024-09-10;2024-12-02;12.0;Sperre Strecke Nacht;0.25;47.2994799951,9.08645998773;Wattwil
RSD;FbE25_ER_W_40-41-48-49-49T6_GL_A3-A64;ER;ER;41.6;42.6;0.333;FbE25;2025-09-14;2025-10-18;5.0;Sperre Bahnhof Nacht;0.5;46.8203393997,8.65045465313;Erstfeld
RSD;FbE24_GU_W_11-12-31;GU;GU;54;54.3;0.3;FbE24;2024-07-07;2024-07-27;3.0;Sperre Bahnhof Nacht;0.5;46.7293535255,8.62247619656;Gurtnellen
RSD;FbE24_GOE_W_24-25-40-41-58_GL_12-22_3-43_42-52-53-54;GOE;GOE;70;71;1;FbE24;2024-04-01;2024-06-02;9.0;Sperre Bahnhof Nacht;0.5;46.6658149308,8.5888081861;Göschenen
RSD;FbE24_SPW Sordo_AoE_W_101-104;SORD;SORD;89.5;89.8;0.3;FbE24;2024-07-01;2024-07-28;4.0;Sperre Strecke Nacht;0.5;46.5175571333,8.64756285769;Sordo (c bin)
RSD;FbE24_LAV_GL_3;LAV;LAV;112.1;112.7;0.6;FbE24;2024-09-09;2024-09-29;3.0;Sperre Bahnhof 24 Std;0.25;46.4409016988,8.83974736529;Lavorgo
RSD;UF_2024_(POLN)-(GIDI);POLN;GIDI;128;134.9;6.9;Unterhaltsfenster;2024-09-16;2024-09-22;1.0;Sperre Strecke Nacht;0.5;46.3235262857,8.98219847522;Giustizia (dira)
RSD;CAST, Nuovo Centro di Manutenzione Ticino;CAST;CAST;145.975;147.63;1.655;Dritte;2024-02-01;2026-12-23;151.0;Umsetzung;;46.2229216623,9.04146179352;Castione-Arbedo
RSD;Phase C1;BEL;GIU;151.345;152.02;0.675;Bellinzona 852-862-882-892;2026-10-06;2027-05-31;34.0;Sperre Strecke Tag;0.25;46.1738126869,9.00360006177;Giubiasco
RSD;VEZ-CHI ZEB ZfZ Komplett;VEZB;CAP;178.278;195.442;17.164;ETCS L2;2022-02-01;2023-12-25;99.0;Umsetzung;;45.9028373055,8.97890520587;Capolago-Riva S Vitale
RSD;FbE24_LG_GL_472;LG;LG;180.727;181.164;1.437;FbE24;2024-03-01;2024-03-07;1.0;Sperre Strecke Nacht;0.5;46.0055005508,8.94699524398;Lugano
RSD;Diverse Phasen Unterführung;LG;LG;;;;Noch nicht definiert (Risiken);2024-01-01;2024-12-15;50.0;Sperre Bahnhof Nacht;0.25;46.0055005508,8.94699524398;Lugano
RSD;Zug: Diverse Anpassungen;ZG;ZG;28.1;39.4;11.3;AS35;2031-01-01;2035-12-18;259.0;Sperre Bahnhof Nacht;0.25;47.1737069864,8.51504936752;Zug
RME;AS35 GREL-DUG Doppelspurausbau;GREL;DUG;107;111.4;0.1114;Totalsperre ohne RM;2025-04-01;2025-09-01;22.0;Sperre Strecke 24 Std;1.0;47.4534448145,7.60346074943;Duggingen
RME;"Bern West, AS25
Leistungssteigerung";BNBS;BN;94.5;96.75;0.09675;;2023-01-09;2033-06-19;545.0;Sperre Bahnhof 24 Std;0.5;46.9488322725,7.4391309556;Bern
RME;Flamatt–Bern Bümpliz Süd WAKO Lose 7a und 7b;BNBS;FLM;87.9;83.9;0.0839;;2022-02-01;2024-12-02;148.0;Sperre Strecke Nacht;;46.8884913393,7.31957079845;Flamatt
RME;FbE24 Lyss W. 3, 4 und Gleise 32, 52, 53, 62;LY;LY;22.9;23.897;0.023897;;2024-01-15;2024-12-15;48.0;Sperre Bahnhof Nacht;;47.076323468,7.30630158808;Lyss
RME;Ostermundigen, BZU23 Gleis 1,2,3 und ÖV-Knoten;OST;OST;110.6;111;0.111;"Koo mit Ausbau
Lötschberg-Basistunel (BLS)";2023-06-30;2027-06-24;208.0;Sperre Strecke Nacht;0.25;46.9568024174,7.48149794736;Ostermundigen
RME;Bern Wankdorf Süd Ostermundigen, AS25 Entflechtung;LGUT;OST;108.6;113.25;0.11325;"Koo mit Ausbau
Lötschberg-Basistunel (BLS)";2023-06-30;2032-11-18;490.0;Sperre Strecke 24 Std;0.5;46.9568024174,7.48149794736;Ostermundigen
RME;FbE24 UTI-KI Gleis 420;UTI;KI;129.8;128.6;0.1286;Koo mit Gleis 424;2024-01-15;2024-12-15;48.0;Sperre Strecke Nacht;;46.818943814,7.57550132419;Kiesen
RME;Migration rcs95 auf RCI, Olten Nord-Ost;ABO;LGUT;;;0;;2025-01-15;2025-12-16;48.0;Sperre Strecke Nacht;;46.9805903923,7.46595467656;Löchligut (Abzw)
RME;;WAA;WAA;;;0;;2025-07-01;2025-10-27;17.0;Sperre Bahnhof Nacht;0.25;47.2319565613,7.65623444913;Wangen an der Aare
RME;Pieterlen: Umbau Bahnhof (BehiG/LHand);PIE;PIE;;;0;;2025-01-01;2025-12-16;50.0;Sperre Bahnhof Nacht;0.5;47.17144119,7.34019351187;Pieterlen
RME;;BIM;BIM;;;0;;2025-01-01;2025-12-16;50.0;Sperre Bahnhof Nacht;0.5;47.1447253199,7.27248728258;Biel Mett
RME;PU Kleinwangen;WBOL;WBOL;42.89;42.89;0.04289;Synergie mit BZU, Hauptarbeiten 52 Std. Totalsperre;2024-04-12;2024-04-18;1.0;Sperre Bahnhof 24 Std;1.0;47.3414007003,7.86836046729;Wangen bei Olten
RME;FbE24 HB-RTW Gl. 91/368;HB;RTW;67.416;71.932;0.071932;;2024-01-15;2024-12-15;48.0;Sperre Strecke Nacht;;47.1401578579,7.69327597194;Riedtwil
RME;FbE24 WH_SCHA Gleis 878;WH;SCHA;78.3;78.8;0.0788;;2024-01-15;2024-12-15;48.0;Sperre Strecke Nacht;0.25;47.0379733975,8.1432588728;Schachen LU
RME;"AS25 Zofingen-Abzw.
Kriegsschlaufe ZfZ";ZF;ABO;47.5;44;0.044;;2022-07-01;2024-12-12;128.0;Sperre Strecke Nacht;0.25;47.3202684783,7.90822265971;Aarburg-Oftringen
RME;Abstellanlage Sursee;SS;SS;68.2;70.1;0.0701;"Evtl. auch anderer Standort
für Personenverkehr";2028-01-01;2032-10-15;250.0;Umsetzung;;47.170795068,8.09789385181;Sursee
RME;Rothenburg Überhol- / Annahmegleis GV;RBG;RBG;83.4;84.4;0.0844;;2029-01-01;2031-11-16;150.0;Umsetzung;;47.0881900168,8.24918003636;Rothenburg
RME;;BS;OL;;;0;Sperre DpS GREL-DUG;2025-04-01;2025-09-01;22.0;Umleitung;;47.3519347412,7.90769966099;Olten
RME;BS, W. 249, 252-258K;BS;BS;;;0;;2024-01-01;2024-12-29;52.0;Sperre Bahnhof Nacht;0.25;47.547412091,7.58956277697;Basel SBB
RME;BS, Gl. G11, G12;BS;BS;;;0;;2024-01-01;2024-12-29;52.0;Sperre Bahnhof Nacht;0.25;47.547412091,7.58956277697;Basel SBB
RME;AS35 Oberentfelden Entflechtung WSB;OEF;OEF;13.4;13.5;0.0135;;2024-01-01;2031-08-31;400.0;Umsetzung;;47.3564864045,8.04838711049;Oberentfelden
RME;AS35 KK: Kreuzungsgleis 1000m;KK;OEF;11.5;12.6;0.0126;;2026-01-01;2030-12-25;260.0;Sperre Strecke Nacht;0.25;47.3564864045,8.04838711049;Oberentfelden
RME;FbE24_W_205_206_217;OLN;OLN;;;0;;2024-01-01;2024-12-29;52.0;Sperre Strecke 24 Std;0.5;47.3649707491,7.9180571857;Olten Nord (Abzw)
RME;LZVH-MEGZ, Teilerneuerung Stbw 7.357;LZVH;MEGZ;7.35;7.36;0.00736;;2024-04-01;2024-05-05;5.0;Sperre Strecke Nacht;;47.0451944647,8.374393044;Meggen Zentrum
RME;BZU23 MERL, Perronerhöhung;MERL;MERL;13.5;13.7;0.0137;Koo mit FbE Gleis 514;2024-10-01;2025-12-29;65.0;Sperre Strecke Nacht;0.25;47.0676600027,8.40905810777;Merlischachen
RME;10 WU Erneuerung LZVH - KUE (-IM);LZVH;IM;6.723;17.336;0.017336;"Koo mit Sanierung eines
Stützbauwerk";2024-04-02;2024-04-15;2.0;Sperre Strecke 24 Std;0.25;47.0916186586,8.46267208892;Immensee
RME;HDK, BZU23 Perronerhöhung;HDK;HDK;65;65.4;ganzer Bhf;;2025-01-01;2025-12-30;52.0;Sperre Bahnhof Nacht;;47.3894310909,8.20738865977;Hendschiken
RME;AS35: Wohlen Gleis 1;WO;WO;71.5;72.25;0.07225;;2027-06-01;2028-11-06;75.0;Sperre Bahnhof 24 Std;0.25;47.3484640448,8.26979236531;Wohlen AG
RME;FMUE-ROTS, Teilerneuerung Reussbrücke;FMUE;ROTS;63.75;63.5;0.0635;"6 Wochenendsperren à ca 50h 
Nachtsperren ohne Massnahmen à 3.5h  
Mit Massnahmen bis 7.5h möglich.";2024-01-01;2027-08-29;191.0;Sperre Strecke Nacht;0.25;47.0740670373,8.3199743401;Rotsee (Verzw)
RWT;"RIM Satigny - Vernier ;Meyrin Cargo";;;;;;;2025-07-01;2025-08-25;8.0;Sperre Strecke 24 Std;0.5;;
RWT;Clarens - Montreux : FbE24_CL-MX_V341-342;CL;MX;24.1;25.385;-1.285;;2024-01-01;2024-12-29;52.0;Sperre Strecke Nacht;0.5;46.4358843229,6.91044006944;Montreux
RWT;ZEB Villeneuve-St-Maurice : amélioration du distancement;VIL;SM;30.006;51.136;-21.13;;2023-01-01;2023-12-30;52.0;Sperre Strecke 24 Std;0.5;46.2163694939,7.00204392424;St-Maurice
RWT;Raron, Lhand;RAR;RAR;129.754;130.278;-0.524;;2024-01-01;2024-12-29;52.0;Sperre Strecke Nacht;0.5;46.3062743875,7.80151065367;Raron
RWT;Brig, tunnel du Simplon - assainissement du tube 1;BR;STDG;157.729;166.869;-9.14;1 tube en 2023 1 tube en 2024;2024-01-01;2024-12-01;48.0;Sperre Strecke 24 Std;0.5;46.2723377046,8.09349478399;Staz della Galleria Sempione
RWT;LHE, assainissement pont Saissenais;LHE;LHE;45.201;;;Frédéric Restani;2024-01-01;2024-12-29;52.0;Sperre Strecke Tag;0.5;47.1894917627,7.22539576798;La Heutte
ROT;Umleitung BU-RH-W (DS Rheintal);BU;W;;;;;2024-01-01;2024-12-29;52.0;Umleitung;;47.5003337739,8.72382110762;Winterthur
ROT;Sanierung Zimmerberg- / Albistunnel;SBG;SBG;;;;Vorstellung Studie 14.05. PZ Ost, Variantenentschei 08/20 immer noch offen!;2024-08-01;2025-12-03;70.0;Sperre Strecke Nacht;0.25;47.2384279078,8.5770589292;Sihlbrugg
ROT;KLW Umbau UW;KLW;KLW;;;;;2024-01-01;2025-11-30;100.0;Umsetzung;;47.4333288409,8.35421393402;Killwangen-Spreitenbach
ROT;Stw Ersatz DT (2027?);DT;DT;;;;Stw. Ersatz DO 67: 2027-30;2027-06-22;2030-12-02;180.0;Umsetzung;;47.405783798,8.40498813474;Dietikon
ROT;Stw Ersatz ZAS (2029?);ZAS;ZAS;;;;Stw. Ersatz DO 67: 2027-30;2027-06-22;2030-12-02;180.0;Umsetzung;;47.3914830997,8.48896269022;Zürich Altstetten
ROT;Sanierung Notbeleuchtung / Selbstrettung Heitersberg;KLW;MELH;;;;Nach Möglichkeit G-Trassen 00.30-05.30h  im JFP ohne Begegnung im Heitersberg;2025-01-07;2025-12-22;50.0;Sperre Strecke Nacht;0.5;47.4280750785,8.27636329083;Mellingen Heitersberg
ROT;AS25 SIB Überholgleis;SIB;SIB;;;;Bauphasen gem. Studienbericht so kaum bewilligungsfähig;2025-07-01;2028-05-15;150.0;Umsetzung;0.25;47.1826706698,8.90071365596;Siebnen-Wangen
ROT;STAE Anpassung Bahnzugang;STAE;STAE;;;0;;2025-01-01;2026-12-01;100.0;Umsetzung;;47.2405272079,8.72165283054;Stäfa
ROT;FbE24 FB-RW;FB;RW;;;2.017;Koo mit 1158890 KUEW-RW Erneuerung FS+Bel. Nötig;2024-02-26;2024-04-07;6.0;Sperre Strecke Nacht;0.25;47.2248871845,8.81674495291;Rapperswil
ROT;FbE24: HER Gl. 3 (ex FbE 22);HERL;HERL;;;0.398;;2024-05-01;2024-05-28;4.0;Sperre Bahnhof Nacht;0.5;47.2818266004,8.61273348833;Herrliberg-Feldmeilen
ROT;WIN - HERL: Instands Stb's Grüt I + Pfaffen;WIN;HERL;;;0;Intervalle noch ohne Konzept;2025-04-01;2025-10-27;30.0;Sperre Strecke Nacht;0.5;47.2818266004,8.61273348833;Herrliberg-Feldmeilen
ROT;FbE25 UER. Gl. 2,3 (ex FbE 22);UER;UER;;;0;Intervallkonzept fehlt;2025-03-01;2025-04-25;8.0;Sperre Strecke Nacht;0.5;47.2358608014,8.75262523013;Uerikon
ROT;Umnutzung Gl. 987 BLU-RW;RW;BLU;;;0;evtl. Umsetzung bis 06/24;2023-11-26;2024-06-22;30.0;Sperre Strecke Nacht;0.25;47.2236707178,8.84240514771;Blumenau
ROT;Tunnelsanierung Käferberg;HRD;ZOER;;;0;gem PZ 27.08.20 voraussichtlich 2028;2026-04-01;2026-09-15;24.0;Sperre Strecke 24 Std;0.5;47.4115300323,8.54413989655;Zürich Oerlikon
ROT;AS35 ZFZ BUE-EGL;BUE;EGL;;;0;;2025-01-01;2026-05-05;70.0;Umsetzung;;47.5723745199,8.5165580286;Eglisau
ROT;Bau Passerelle Glasiareal BUE;BUE;BUE;;;0;"Bau ""Stadt Bülach"" (Kundenprojekt)";2024-02-01;2025-07-09;75.0;Sperre Bahnhof Nacht;0.25;47.5239499588,8.53620921292;Bülach
